rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk, adjt,TeamID
83,Arizona St.,P12,14-17,100.633691229953,212,91.9790872789022,17,0.7377191756057687,83,14,17,10,10,10-10,0.7197533349571696,0.6988530347622114,0.7345122745113094,0.7197533349571696,0.6988530347622114,0.7345122745113094,0.6976522270373678,0.6982022492330924,107.19408791232829,97.04344353839122,107.19408791232829,97.04344353839122,97.82974253800973,90.48043773965028,108.83768101591652,98.94728810089624,0.7494364490026149,13,-0.0292058320597063,1285.0,1330.0,1382.2125000000003,0.9296689184911868,0.962225417582318,0,0.5,-4.15372930587191,121,239,67.28369917125126,1113
84,Maryland,B10,15-17,108.70404890810062,59,99.36286350656592,122,0.7375516759788062,84,15,17,7,13,7-13,0.7207371147089082,0.5400280219729029,0.8141440452429121,0.7207371147089082,0.5400280219729029,0.8141440452429121,0.7005659359198071,0.8590997004056167,108.67388058283692,98.36904907497396,108.67388058283692,98.36904907497396,111.22638018561592,101.02078485673552,118.99061183246864,110.525420061649,0.7002920919220541,13,-0.0162166028659515,1415.0,1464.0,1341.9625000000003,1.054425887459597,1.0909395754352298,0,0.35,-3.8496110962217465,114,211,66.73759353612354,1268
85,Colorado,P12,21-12,105.40152614954826,112,96.42473871840924,65,0.7356858224287814,85,21,12,12,8,12-8,0.6197399356701186,0.3688078486685235,0.7199586439749922,0.6197399356701186,0.3688078486685235,0.7199586439749922,0.7620395602258528,0.9059403245407356,105.39985826063182,99.80660127325234,105.39985826063182,99.80660127325234,106.75386253079976,96.01758769969304,109.90409197134184,103.8007937360339,0.6585966101774368,8,0.0620244907256846,1414.0,1364.0,1370.375,1.0318343519109732,0.9953479886892274,0,0.6,-0.2882532738713074,66,53,67.28282514829776,1160
86,UNLV,MWC,18-14,106.96313027062556,83,97.85482382773026,91,0.7356520234719859,86,18,14,10,8,10-8,0.6016936064473847,0.5302332224167594,0.6441727272146088,0.6016936064473847,0.5302332224167594,0.6441727272146088,0.7757088224710896,0.8022969895336907,104.09499368397772,98.79605337675856,104.09499368397772,98.79605337675856,109.63421712093044,97.43809467765416,122.43817717670574,117.92668324864027,0.6062905009775748,10,-0.0242765226592355,1250.0,1174.0,1184.6624999999997,1.0551528388887133,0.9909995462842796,0,0.5555555555555556,-3.795779085000178,113,226,66.35538294235214,1424
87,Northwestern,B10,15-16,105.5213578092494,107,96.69347636925752,71,0.7319866616583516,87,15,16,7,13,7-13,0.6532051823666065,0.320240688943042,0.7901293124417783,0.6532051823666065,0.320240688943042,0.7901293124417783,0.7106373975827639,0.8785988668068071,107.62095600575022,99.54127262563684,107.62095600575022,99.54127262563684,105.46979451208718,94.98961313714904,107.6247510642448,101.99182640629977,0.6498128537426342,12,-0.0288665943332304,1392.0,1440.0,1394.5750000000005,0.9981535593281106,1.032572647580804,0,0.35,-3.8953253594114288,116,237,67.78908735106671,1321
88,Wichita St.,Amer,15-13,103.86844386506596,149,95.53651634943964,47,0.7234401960359019,88,15,13,6,9,6-9,0.63873118826262,0.5664391865366277,0.7042551698246783,0.63873118826262,0.5664391865366277,0.7042551698246783,0.7564313685432966,0.8118956852772455,105.16560092658855,98.31520304187104,105.16560092658855,98.31520304187104,105.97861325423013,97.5844322360335,113.71725834043572,104.03230455434006,0.7356844467436292,7,-0.0227410223683099,1022.0,1044.0,1021.7625,1.0002324414920296,1.021763863911623,0,0.4,-3.5851261939843253,108,222,67.13059570423931,1455
89,St. Bonaventure,A10,23-10,107.3381542576353,80,98.73334800869615,114,0.7233132133169,89,23,10,12,5,12-5,0.6202586307632787,0.5534466070847489,0.6024071640408869,0.6202586307632787,0.5534466070847489,0.6024071640408869,0.7726901868032018,0.8047093064522407,104.31968917031982,99.06113912759056,104.31968917031982,99.06113912759056,107.63502839319462,98.06684803852356,112.949846496778,109.14937524147092,0.5971502359253175,9,0.1348198290838037,1191.0,1112.0,1132.2125,1.0519226735263918,0.9821477858617528,0,0.7058823529411765,-0.5109584384608814,67,7,65.46381246376961,1382
90,Iona,MAAC,25-8,106.89985146267232,87,98.56416646039324,110,0.7178098461181359,90,25,8,17,3,17-3,0.4798845704072887,0.6073433774749245,0.3963758626484036,0.4798845704072887,0.6073433774749245,0.3963758626484036,0.860566509083895,0.7806895017077905,101.47374351930716,101.6931592696483,101.47374351930716,101.6931592696483,106.89890412647851,98.12155323333712,123.15735910814384,108.27952587505813,0.8146613980040696,4,0.0627938727523459,1505.0,1332.0,1402.5375,1.0730550876536278,0.94970722707949,0,0.85,-0.6997246992682158,69,52,69.35906073983953,1233
91,Belmont,OVC,25-8,106.60706089414356,90,98.35733902514932,103,0.7163117813448826,91,25,8,15,3,15-3,0.4655187536681031,0.5731347175300706,0.3578509449915899,0.4655187536681031,0.5731347175300706,0.3578509449915899,0.8501878213110664,0.7940465513315114,101.35406795298124,102.421276048514,101.35406795298124,102.421276048514,107.19583632502231,100.21909087917896,97.6981375098432,99.3273414914338,0.4525949691126036,5,0.0756733147409741,1414.0,1196.0,1264.3749999999998,1.118339100346021,0.9459218981710332,0,0.8333333333333334,-0.2354634185308431,65,35,69.03505179461318,1125
92,Grand Canyon,WAC,23-8,104.08166808949282,141,96.12023098236747,57,0.7140476569152148,92,23,8,12,5,12-5,0.4252403994827423,0.3329030096434948,0.4612462696657661,0.4252403994827423,0.3329030096434948,0.4612462696657661,0.8833660615738593,0.8961957256695859,99.60706686401588,101.954411217908,99.60706686401588,101.954411217908,104.12511753065964,94.58302376213182,86.55963100240105,71.53104613511267,0.8996257215301943,1,0.0137005557687387,1196.0,1063.0,1153.8,1.0365747963251863,0.921303518807419,0,0.7058823529411765,-2.3747993674205263,89,146,65.59635590606644,1213
93,Richmond,A10,24-13,106.94733670516248,85,99.05589080500474,117,0.707133234519951,93,24,13,10,8,10-8,0.6309196314705028,0.5803970924277122,0.609530055056509,0.6309196314705028,0.5803970924277122,0.609530055056509,0.7886559715369512,0.8216602101798085,105.06317549367311,99.6595771013096,105.06317549367311,99.6595771013096,107.29353868219408,101.03686418569023,102.3326538054157,97.36277164613382,0.6393459186440984,6,0.0987818780488075,1263.0,1239.0,1214.5624999999998,1.0398806154479496,1.0201204137292237,0,0.5555555555555556,-1.646477419475284,81,17,66.68887366656357,1350
94,Northern Iowa,MVC,20-12,110.21074989650744,42,102.13415470223852,175,0.7058334855612067,94,20,12,14,4,14-4,0.5756827305329303,0.5422539870209666,0.5597489802722451,0.5756827305329303,0.5422539870209666,0.5597489802722451,0.8040229861649392,0.813457635964804,103.97840562653516,99.96693956658386,103.97840562653516,99.96693956658386,113.69390844994368,103.53988568832916,108.03425360189098,104.80740068718202,0.5863084725893494,4,0.0365961693523736,1395.0,1297.0,1244.0500000000002,1.121337566818054,1.0425625979663196,0,0.7777777777777778,-2.918248537298886,97,92,67.33746787920641,1320
95,Penn St.,B10,14-17,104.00915696461595,144,96.44936665906314,66,0.7042874796482322,95,14,17,7,13,7-13,0.7222751957221285,0.4807741303345804,0.8056703763566618,0.7222751957221285,0.4807741303345804,0.8056703763566618,0.690826946879183,0.8676765092063377,109.5108399125695,99.04667628635691,109.5108399125695,99.04667628635691,103.85251231020004,97.07684999761862,120.34825666992428,111.41206515773048,0.7083268058351132,14,0.0111601983926776,1266.0,1324.0,1269.825,0.9969877739058532,1.0426633591242886,0,0.35,-3.866645887385428,115,152,61.87411323024639,1336
96,Cincinnati,Amer,18-15,104.4344667562125,134,96.86426298114657,76,0.7037802983563546,96,18,15,7,11,7-11,0.5703460129028856,0.3904492287696587,0.682394987091895,0.5703460129028856,0.3904492287696587,0.682394987091895,0.7687466356891285,0.8646106240216771,103.7587127474986,98.92110135447646,103.7587127474986,98.92110135447646,105.10260420020164,98.14168824732944,117.35440243975316,106.35462124614592,0.7561752803328811,9,-0.0326515199354263,1239.0,1264.0,1250.4375,0.9908532013795172,1.01084620382866,0,0.3888888888888889,-4.621911670718299,127,247,67.6502578948142,1153
97,UCF,Amer,18-12,106.30145366042592,97,98.73194236488432,113,0.7004643451726755,97,18,12,9,9,9-9,0.6081675493092047,0.4761971876582812,0.6796545950870763,0.6081675493092047,0.4761971876582812,0.6796545950870763,0.746550473756206,0.8024533182802486,103.86345214069436,98.22768531529816,103.86345214069436,98.22768531529816,104.63262852467508,97.425251465941,123.9106502394303,112.60340576594122,0.7503389775121854,11,0.0597787873240583,1210.0,1245.0,1232.075,0.9820830712416044,1.0104904328064443,0,0.5,-1.6982780954860748,84,58,67.47241956556104,1416
98,Middle Tennessee,CUSA,26-11,105.7735988101554,104,98.25055092065448,98,0.700246312611761,98,26,11,13,5,13-5,0.4553603797876097,0.4147984251226501,0.4563629244158866,0.4553603797876097,0.4147984251226501,0.4563629244158866,0.8675274232105363,0.8632616309665929,102.27618084470416,103.03836234658544,102.27618084470416,103.03836234658544,105.48220596581476,98.3782949480718,112.59672296753718,108.1411609840169,0.6140372447391975,3,0.0120083858786584,1290.0,1186.0,1207.35,1.0684557087837,0.98231664388951,0,0.7222222222222222,-3.185073992787247,101,150,67.0913161957034,1292
99,Toledo,MAC,26-8,109.23862095124316,53,101.77043711889756,169,0.6930405037485747,99,26,8,17,3,17-3,0.4226897319378068,0.5119574568724654,0.3588042691726153,0.4226897319378068,0.5119574568724654,0.3588042691726153,0.892437357754395,0.8386424758172791,101.94690502596478,104.60730017833076,101.94690502596478,104.60730017833076,111.96813652746398,100.61528814337323,94.85683093913134,99.17344662923588,0.3747790865123069,1,0.0434614682431748,1669.0,1365.0,1411.7375000000004,1.1822311159121293,0.9668936328460492,0,0.85,-1.5682649044717318,79,81,68.90114708358949,1405
100,Mississippi,SEC,13-19,106.00408623883776,99,99.0597421057438,118,0.6855027048286866,100,13,19,4,14,4-14,0.6679799762369204,0.5131024129086573,0.7871330287850177,0.6679799762369204,0.5131024129086573,0.7871330287850177,0.7297422772740496,0.854324553489689,105.8330457441062,98.23374779412356,105.8330457441062,98.23374779412356,109.0965250710098,101.8531495011461,121.85520365958074,111.59183180222406,0.7333790561774365,13,-0.0793430227347134,1208.0,1308.0,1202.1,1.004908077530987,1.0880958322934862,0,0.2222222222222222,-7.118713501614568,176,322,65.40936781251476,1279
101,Louisiana Tech,CUSA,24-10,104.447229932453,133,97.66130051602632,88,0.684068103436357,101,24,10,12,6,12-6,0.4564570338477706,0.3870677060182817,0.4617307519553153,0.4564570338477706,0.3870677060182817,0.4617307519553153,0.8525077334203255,0.8496087018308384,102.6753948766692,102.4823629653317,102.6753948766692,102.4823629653317,105.31332872523808,99.18621981713416,112.23206010797506,110.45576362356576,0.5457383229893596,4,0.0383444779365981,1339.0,1224.0,1247.4,1.0734327400994066,0.9812409812409812,0,0.6666666666666666,-2.5686982175674338,95,90,68.37922746584435,1256
102,Bradley,MVC,17-14,102.8173198029568,166,96.1499503929796,58,0.683740618373828,102,17,14,11,7,11-7,0.5181592063768945,0.4249868612896672,0.5621739145164233,0.5181592063768945,0.4249868612896672,0.5621739145164233,0.8376755537437974,0.875265051258964,103.14145082258536,101.78087528228154,103.14145082258536,101.78087528228154,106.33169658457528,95.23196039883696,94.30985629848988,92.1969412969818,0.5647777864426032,3,-0.0756517455325023,1269.0,1162.0,1202.95,1.054906687726007,0.9659586848996218,0,0.6111111111111112,-6.431033723212147,162,317,67.32904824937815,1133
103,Florida St.,ACC,17-14,105.16453516669104,118,98.362293890122,104,0.6833020991560147,103,17,14,10,10,10-10,0.6936915740001541,0.5228932917368959,0.7724211437248321,0.6936915740001541,0.5228932917368959,0.7724211437248321,0.7073539533428493,0.8160037424281835,109.342745087334,99.92644524136551,109.342745087334,99.92644524136551,105.96960558485382,99.07909784798504,111.24409233977671,106.66958361951542,0.618430966657862,12,0.0966995365862692,1377.0,1464.0,1361.475,1.0114030738720874,1.075304357406489,0,0.5,-1.6117316923043497,80,18,67.80883734370241,1199
104,Saint Peter's,MAAC,22-12,99.38676442290624,233,93.13615929129269,28,0.678524481306725,104,22,12,14,6,14-6,0.4778880495496664,0.4884476766775459,0.4002581185029928,0.4778880495496664,0.4884476766775459,0.4002581185029928,0.8346001582227771,0.7685720628785415,102.684053804339,102.10906473501475,102.684053804339,102.10906473501475,98.47979570467224,93.63694781045186,103.65324317268708,96.49436719154832,0.6948758945127512,7,0.0034565050086163,1336.0,1206.0,1327.7874999999997,1.0061851011551173,0.908277868258287,0,0.7,-5.5700746671317605,144,170,65.57425697246785,1389
105,DePaul,BE,15-16,106.37419310949808,95,99.80210013423968,128,0.6755505873334716,105,15,16,6,14,6-14,0.6519325385375246,0.3797350975659011,0.7777258278976229,0.6519325385375246,0.3797350975659011,0.7777258278976229,0.7384053530373547,0.9124562918625534,105.5523455629201,98.69140733239593,105.5523455629201,98.69140733239593,106.01317965402087,99.13298970267678,111.80133853457474,104.7575332539512,0.6788219431952426,11,-0.0002720662500105,1383.0,1471.0,1386.85,0.9972239247214912,1.0606770739445506,0,0.3,-4.693773719086118,129,174,68.76765584967355,1177
106,South Carolina,SEC,18-13,100.1384294245326,221,94.24600383286428,38,0.6676151982435472,106,18,13,9,9,9-9,0.6704380665729208,0.4812412868078288,0.7895327927802972,0.6704380665729208,0.4812412868078288,0.7895327927802972,0.7181734213524182,0.8739463978092531,107.25642645512326,98.21625735225297,107.25642645512326,98.21625735225297,102.72950463795615,95.9359677402239,107.10806472022958,103.25571458907456,0.6037802982849025,12,0.122320585187162,1245.0,1312.0,1289.5875,0.9654249905493036,1.017379588434286,0,0.5,-1.0598614327432885,74,8,70.57993456497731,1376
107,Washington,P12,17-15,104.35430381924458,136,98.39882443644548,105,0.662795008272033,107,17,15,11,9,11-9,0.642836542252312,0.479516377582715,0.7177414895273836,0.642836542252312,0.479516377582715,0.7177414895273836,0.7670089094106909,0.8980333064681929,105.62246410636932,99.1687538636186,105.62246410636932,99.1687538636186,106.8656746507622,99.10269049861488,106.11657423179123,107.85998401665448,0.4532865076442604,7,0.0290946696196373,1420.0,1467.0,1400.1875,1.0141498906396464,1.0477168236396912,0,0.55,-4.416835610035772,123,103,69.57191204413874,1449
108,Temple,Amer,17-12,101.59086971046278,188,96.18279084554749,60,0.6522824038328112,108,17,12,10,7,10-7,0.6126237721063517,0.4961531219237335,0.678309181976073,0.6126237721063517,0.4961531219237335,0.678309181976073,0.7655065521662721,0.8445753219309271,104.12661172046252,98.90916684459498,104.12661172046252,98.90916684459498,102.27845424613486,94.67810833043691,121.59700068649607,116.42962343351267,0.6223162024684785,7,0.0795925981648844,1113.0,1131.0,1150.125,0.9677208999021846,0.9833713726768828,0,0.5882352941176471,-2.485893302728144,92,31,66.28950718296039,1396
109,Princeton,Ivy,23-7,111.53787175391888,32,105.89199353068602,252,0.645052601742121,109,23,7,12,2,12-2,0.3885313453359736,0.3505188143324212,0.3740939190030533,0.3885313453359736,0.3505188143324212,0.3740939190030533,0.9056456970542276,0.9159907744735888,100.26527460641934,104.26024309592287,100.26527460641934,104.26024309592287,111.01669595075994,104.92154452802852,133.82151764473042,127.0280142625129,0.6454599927355292,1,0.0550216437352544,1108.0,963.0,966.4,1.1465231788079469,0.99648178807947,0,0.8571428571428571,-2.053450376796794,86,62,66.85202477673194,1343
110,Minnesota,B10,13-17,106.09462231338529,98,100.79534863804083,143,0.6431930917648202,110,13,17,4,16,4-16,0.7070881655717851,0.4590544094528308,0.8188433901213564,0.7070881655717851,0.4590544094528308,0.8188433901213564,0.7076569804623666,0.8797940603084287,107.65759196796022,98.15874266001089,107.65759196796022,98.15874266001089,107.4267733361888,104.23768443442825,121.5955299668058,114.48077879733728,0.6667167605819414,12,0.0284973212545218,1309.0,1462.0,1299.5375,1.0072814366649672,1.1250156305608725,0,0.2,-4.828512321818776,133,104,65.08691650003612,1278
111,Boston College,ACC,13-20,103.9114209649893,148,98.75697169208384,115,0.642236247017867,111,13,20,6,14,6-14,0.6396927750783744,0.3892687772710202,0.7539181862402125,0.6396927750783744,0.3892687772710202,0.7539181862402125,0.7485001038424597,0.8936863328139557,105.51796971254068,99.23230194404988,105.51796971254068,99.23230194404988,103.04059455618815,99.0839974308628,109.72457800280291,106.52422037795132,0.5842905026892415,12,-0.0722191043249856,1325.0,1433.0,1346.975,0.9836856660294362,1.0638653278642884,0,0.3,-8.294587651178462,193,313,64.9790841919944,1130
112,Hofstra,CAA,21-11,109.09607052036202,57,103.78456283048732,218,0.6396819093144608,112,21,11,13,5,13-5,0.4869981725767259,0.5006855382458584,0.4707171903644104,0.4869981725767259,0.5006855382458584,0.4707171903644104,0.8370722577055218,0.7736364777124618,103.8195315263973,102.6831486470654,103.8195315263973,102.6831486470654,107.6876316659043,103.33716136433668,128.3553987404547,95.8809194912273,0.9662520044416713,2,0.0493436169346583,1377.0,1302.0,1268.8125,1.0852667356287868,1.0261563469779813,0,0.7222222222222222,-3.428490540883317,106,73,68.93377450103478,1220
113,Nebraska,B10,10-22,106.4963989373408,94,101.35760323826293,152,0.6384740580024164,113,10,22,4,16,4-16,0.6955796435833438,0.4673932193268901,0.8192618260205599,0.6955796435833438,0.4673932193268901,0.8192618260205599,0.7059706270255917,0.866122889438918,107.65637925161008,98.43348044275297,107.65637925161008,98.43348044275297,107.59004882705165,103.06337126458216,128.10030092650254,122.06824837763162,0.6352212720637502,13,-0.1052539817892436,1423.0,1619.0,1429.825,0.9952266885807703,1.1323064011330055,0,0.2,-9.158829124177055,212,346,71.41483215337485,1304
114,Abilene Christian,WAC,25-11,104.49453012428276,132,99.51147317359442,125,0.6368944733142178,114,25,11,11,7,11-7,0.4148584696212127,0.2882480816551141,0.4186583662111721,0.4148584696212127,0.2882480816551141,0.4186583662111721,0.8827354261818827,0.9040335563403727,99.95397579321973,101.94467159110955,99.95397579321973,101.94467159110955,102.71427849390132,101.16655135528336,111.34734315799582,95.97808551974452,0.8465959690831938,1,0.0182959073467082,1304.0,1246.0,1283.9625,1.0156059853772987,0.9704333265184923,0,0.6111111111111112,-4.131164590731216,120,133,70.17941027150901,1101
115,Stanford,P12,16-16,103.50302054646777,156,98.69001710071872,111,0.6335775458262001,115,16,16,8,12,8-12,0.6910003771717853,0.5496043094317802,0.747209099895238,0.6910003771717853,0.5496043094317802,0.747209099895238,0.7051042399447367,0.7698748058769888,106.66989307082758,97.47372233623192,106.66989307082758,97.47372233623192,102.3065744333706,97.75792422422046,106.08094245932442,100.08683996866924,0.6612541914113409,10,0.0859967959987693,1275.0,1356.0,1320.85,0.9652875042586214,1.0266116515879926,0,0.4,-3.205815233251025,102,27,65.99671918225941,1390
116,Utah Valley,WAC,20-12,101.53730713153502,190,96.82670642844388,75,0.6332743123870757,116,20,12,10,8,10-8,0.4558961566857575,0.4416874651540439,0.4735895198652288,0.4558961566857575,0.4416874651540439,0.4735895198652288,0.8637902073477413,0.8453366147935594,100.87659493103988,101.8898609401564,100.87659493103988,101.8898609401564,101.89386993023692,98.6502810522436,94.47203894270751,102.1650179279934,0.288992476425554,1,-0.0055114751506299,1229.0,1187.0,1231.3124999999998,0.9981219227450384,0.964011979087356,0,0.5555555555555556,-5.314212780523883,141,189,65.78206329465321,1430
117,Butler,BE,14-19,102.26946879835847,174,97.59011817268508,87,0.6314871048960939,117,14,19,6,14,6-14,0.6767984601137438,0.4561399713178571,0.7820622540891219,0.6767984601137438,0.4561399713178571,0.7820622540891219,0.6929238200983456,0.7650088861093717,107.41909659087578,97.62459385448392,107.41909659087578,97.62459385448392,103.2103650182078,98.04191616236234,99.21277435805204,99.01081785824466,0.5058580168363687,16,0.0149561635987559,1260.0,1402.0,1319.8500000000004,0.9546539379474938,1.0622419214304653,0,0.3,-5.311265472582161,140,138,63.80813536893213,1139
118,Louisville,ACC,13-19,103.03542191407972,162,98.3410315131296,102,0.6309424406997477,118,13,19,6,14,6-14,0.6912604860043716,0.5599848577969999,0.757007683924329,0.6912604860043716,0.5599848577969999,0.757007683924329,0.7281797697540343,0.8284228047070933,107.6850418234874,98.9173290816861,107.6850418234874,98.9173290816861,103.98866093939856,102.59116371116713,106.80404152624382,107.2009413227248,0.4893374891128332,9,-0.0116737029994617,1314.0,1461.0,1325.0875,0.9916326280339977,1.1025686982935088,0,0.3,-6.796352735206311,167,199,67.25738557722232,1257
119,Morehead St.,OVC,23-11,102.81326595987407,167,98.24311725909772,97,0.6278246408777123,119,23,11,13,5,13-5,0.4117022999019697,0.4247364538036813,0.3675435822755235,0.4117022999019697,0.4247364538036813,0.3675435822755235,0.8554292437285465,0.8064464320084682,100.60005797212386,102.6968033760507,100.60005797212386,102.6968033760507,102.88239353151792,98.17033824430948,97.70022331204636,103.9646942215587,0.3285619262757112,6,0.0197130720160424,1269.0,1139.0,1205.5875,1.0525988366667705,0.9447675925637916,0,0.7222222222222222,-3.9305179670027295,117,126,64.65905922049905,1287
120,N.C. State,ACC,11-21,109.19221318758454,55,104.45161555286288,233,0.6249088357466795,120,11,21,4,16,4-16,0.6713286307220021,0.4775668771057532,0.7726981224395737,0.6713286307220021,0.4775668771057532,0.7726981224395737,0.728017427297664,0.8528204461625191,107.2053097978136,99.320580660795,107.2053097978136,99.320580660795,112.22214110706234,105.4499536377851,116.897850340264,108.03830036980813,0.7122565416745399,10,-0.0902649026160198,1420.0,1531.0,1344.0249999999996,1.0565279663696734,1.1391157158535,0,0.2,0.0,62,332,67.09026536628339,1301
121,George Mason,A10,14-16,104.70778942042908,126,100.18477339473142,131,0.6242926945859595,121,14,16,7,9,7-9,0.5557970763799717,0.4910567060477375,0.6137322453251369,0.5557970763799717,0.4910567060477375,0.6137322453251369,0.8221910705047475,0.8300530738604264,103.63175382811478,101.0132627746422,103.63175382811478,101.0132627746422,106.6071744593254,103.1967878733632,107.42711015120432,98.64324811711631,0.7273030289781961,3,-0.0815792828039495,1133.0,1141.0,1087.725,1.041623572134501,1.0489783722907906,0,0.4375,-8.152875313119367,191,326,64.96824156059783,1206
122,Liberty,ASun,22-11,104.59135879158,129,100.21890168886242,133,0.6203649286773784,122,22,11,12,4,12-4,0.3747916440504099,0.3941627054396931,0.3631032644760438,0.3747916440504099,0.3941627054396931,0.3631032644760438,0.9068452012574436,0.877098675338616,100.7883507483452,104.54809405956654,100.7883507483452,104.54809405956654,109.06065968079918,102.5837612816868,101.48691709329518,93.56082482177914,0.71812067544434,1,-0.0425193649099268,1234.0,1093.0,1088.8249999999998,1.133331802631277,1.0038344086515285,0,0.75,-6.147227763111579,155,265,65.0338331530589,1251
123,Utah,P12,11-20,106.59837749947252,91,102.20300659142757,178,0.6187468762114797,123,11,20,4,16,4-16,0.6534937779549166,0.5122970788361169,0.7236270659985877,0.6534937779549166,0.5122970788361169,0.7236270659985877,0.7637125731237077,0.8611917268630404,105.17526518231357,98.64380694624784,105.17526518231357,98.64380694624784,104.88867258043312,103.15467863236567,108.66845788090843,106.72690861339846,0.5516463845436473,7,-0.0930818511598124,1354.0,1483.0,1367.5500000000002,0.9900917699535664,1.0844210449343716,0,0.2,-9.45087570763982,219,335,66.36895051446238,1428
124,Nevada,MWC,13-18,105.79658005252426,103,101.6945545323037,166,0.6117706124788799,124,13,18,6,12,6-12,0.6402362870262188,0.5370781684157557,0.6981336249778552,0.6402362870262188,0.5370781684157557,0.6981336249778552,0.7449743493347443,0.7714472114353392,105.91404726269016,98.54616734647117,105.91404726269016,98.54616734647117,106.41508887979434,103.20003552556678,111.84984672033404,101.16242759739237,0.7604127691209491,9,-0.0267979131003881,1248.0,1309.0,1234.35,1.0110584518167458,1.0604771742212502,0,0.3333333333333333,-6.998097426058258,172,232,70.32331626029784,1305
125,Western Kentucky,CUSA,19-13,105.4767876881119,108,101.53443044934345,157,0.6077987970162401,125,19,13,11,7,11-7,0.4618669262315071,0.4279633511816506,0.4740083317009543,0.4618669262315071,0.4279633511816506,0.4740083317009543,0.8593471815918632,0.834333061375514,102.26640306634027,102.33577586644236,102.26640306634027,102.33577586644236,108.70190376661844,103.64924531219204,92.26614276915774,91.9510696520897,0.5098331669346146,2,-0.0280477490319471,1354.0,1272.0,1233.775,1.0974448339446008,1.030982148284736,0,0.6111111111111112,-6.350838265388293,160,235,68.6995066434336,1443
126,Wofford,SC,19-13,105.30717246345807,115,101.38503715579584,154,0.607423342295634,126,19,13,10,8,10-8,0.4793101652816444,0.4141897320688624,0.5069976066381844,0.4793101652816444,0.4141897320688624,0.5069976066381844,0.8667088024825153,0.8760337400223239,104.07419457869426,103.61634709282826,104.07419457869426,103.61634709282826,104.93128954222828,100.43657576097226,105.44237632865452,100.18355614452632,0.6429856072563689,2,-0.0051243361271683,1261.0,1203.0,1169.6125,1.0781348523549463,1.028545779050754,0,0.5555555555555556,-6.322882717326155,159,188,64.14690654034258,1459
127,Southern Illinois,MVC,16-15,101.6707641794377,186,97.92761683501244,94,0.6062028334270024,127,16,15,9,9,9-9,0.504425051326152,0.385256745427257,0.5706475624833806,0.504425051326152,0.385256745427257,0.5706475624833806,0.8376006207559641,0.8721291850928089,102.68042332771726,101.81274294089222,102.68042332771726,101.81274294089222,102.5989076565825,97.71862141592194,88.62621368352198,90.42933542289587,0.4423520018137207,2,-0.0578891942968656,1141.0,1118.0,1121.1625,1.017693688470672,0.9971792670554,0,0.5,-7.515251664900597,180,294,62.13253928947696,1356
128,Akron,MAC,24-10,105.46946372033938,109,101.6655239230916,162,0.6040650661136815,128,24,10,14,6,14-6,0.3826897565896424,0.3309297288839514,0.3465343200436884,0.3826897565896424,0.3309297288839514,0.3465343200436884,0.8943641087599195,0.8996254703977407,100.83344360157082,104.44292610889798,100.83344360157082,104.44292610889798,104.99806388113949,104.5673069812492,108.19926913079502,90.75097689675944,0.8831224229888375,2,0.0199767112169028,1404.0,1295.0,1273.9,1.1021273255357562,1.0165633095219404,0,0.7,-4.270942674035944,122,125,61.94676658459291,1103
129,Colgate,Pat,23-12,106.99371854459318,82,103.19778298896136,204,0.6023847927480271,129,23,12,16,2,16-2,0.3471588709154001,0.4964638461993734,0.2318111645857646,0.3471588709154001,0.4964638461993734,0.2318111645857646,0.897462106005022,0.8149326939313364,99.1914013034667,105.52518260346336,99.1914013034667,105.52518260346336,105.42162839318044,102.05391787936009,112.57755816988978,103.41136363510334,0.7264463052021317,4,-0.0462497621500326,1364.0,1145.0,1206.3,1.1307303324214542,0.9491834535356048,0,0.8888888888888888,-6.105115699406637,153,277,66.99786451439196,1159
130,Charleston,CAA,17-15,105.27815805555302,116,101.55284469509324,159,0.6021200986973836,130,17,15,8,10,8-10,0.5067789333222108,0.5421050563356241,0.4748147376190503,0.5067789333222108,0.5421050563356241,0.4748147376190503,0.8431746613508481,0.7854932788329508,102.94490640485944,102.5488867516131,102.94490640485944,102.5488867516131,104.35677993245056,103.49067852466614,120.49834026444032,108.82540563582867,0.7634608998251005,4,-0.0379049110531527,1391.0,1368.0,1319.575,1.0541272758274445,1.0366974215182918,0,0.4444444444444444,0.0,60,259,73.67447948790341,1158
131,Stephen F. Austin,WAC,22-10,101.91618651126498,181,98.32408895756254,101,0.6017206848036198,131,22,10,14,4,14-4,0.4219591113267146,0.3890093090189405,0.4334099698735809,0.4219591113267146,0.3890093090189405,0.4334099698735809,0.8751204159114977,0.8560707486152196,101.67693097792176,102.68101736769354,101.67693097792176,102.68101736769354,102.08817531886037,96.85636686903564,113.47722543499752,92.83705452110443,0.9095948060408088,1,0.0393683491531243,1326.0,1173.0,1271.075,1.043211454870877,0.9228409023857758,0,0.7777777777777778,-3.13923625594072,100,89,69.02549309507319,1372
